Mouse.Gene_ID	MGI	Entrez.Gene_ID	Human.Gene_ID	HGNC
ENSMUSG00000072814	Gm7982	666209	ENSG00000204510	PRAMEF7
ENSMUSG00000072814	Gm7982	666209	ENSG00000182330	PRAMEF8
ENSMUSG00000043913	Ccdc60	269693	ENSG00000183273	CCDC60
ENSMUSG00000115067	Dpep2	319446	ENSG00000167261	DPEP2
ENSMUSG00000006445	Epha2	13836	ENSG00000142627	EPHA2
ENSMUSG00000045639	Zfp629	320683	ENSG00000102870	ZNF629
ENSMUSG00000031262	Cenpi	102920	ENSG00000102384	CENPI
ENSMUSG00000011267	Zfp296	63872	ENSG00000170684	ZNF296
ENSMUSG00000073408	Mucl3	268949	ENSG00000168631	MUCL3
ENSMUSG00000044286	Olfr221	258420	ENSG00000169327	OR5AU1
ENSMUSG00000019792	Trmt11	73681	ENSG00000066651	TRMT11
ENSMUSG00000021720	Rnf180	71816	ENSG00000164197	RNF180
ENSMUSG00000032122	Slc37a2	56857	ENSG00000134955	SLC37A2
ENSMUSG00000023915	Tnfrsf21	94185	ENSG00000146072	TNFRSF21
ENSMUSG00000035578	Iqcg	69707	ENSG00000114473	IQCG
ENSMUSG00000002546	Golga2	99412	ENSG00000140478	GOLGA6D
ENSMUSG00000002546	Golga2	99412	ENSG00000167195	GOLGA6C
ENSMUSG00000002546	Golga2	99412	ENSG00000159289	GOLGA6A
ENSMUSG00000002546	Golga2	99412	ENSG00000167110	GOLGA2
ENSMUSG00000002546	Golga2	99412	ENSG00000186399	GOLGA8R
ENSMUSG00000002546	Golga2	99412	ENSG00000249931	GOLGA8K
ENSMUSG00000002546	Golga2	99412	ENSG00000206127	GOLGA8O
ENSMUSG00000005320	Fgfr4	14186	ENSG00000160867	FGFR4
ENSMUSG00000005672	Kit	16590	ENSG00000157404	KIT
ENSMUSG00000029223	Uchl1	22223	ENSG00000154277	UCHL1
ENSMUSG00000044502	Bod1	69556	ENSG00000145919	BOD1
ENSMUSG00000028919	Arhgef19	213649	ENSG00000142632	ARHGEF19
ENSMUSG00000079177	Fam228a	74855	ENSG00000186453	FAM228A
ENSMUSG00000047180	Neurl3	214854	ENSG00000163121	NEURL3
ENSMUSG00000048304	Slitrk3	386750	ENSG00000121871	SLITRK3
ENSMUSG00000070420	Zscan25	666311	ENSG00000197037	ZSCAN25
ENSMUSG00000049225	Pdp1	381511	ENSG00000164951	PDP1
ENSMUSG00000020358	Hnrnpab	15384	ENSG00000197451	HNRNPAB
ENSMUSG00000045404	Kcnk13	217826	ENSG00000152315	KCNK13
ENSMUSG00000072875	Gpr27	14761	ENSG00000170837	GPR27
ENSMUSG00000024580	Grpel2	17714	ENSG00000164284	GRPEL2
ENSMUSG00000044103	Il1f9	215257	ENSG00000136688	IL36G
ENSMUSG00000039628	Hs3st6	328779	ENSG00000162040	HS3ST6
ENSMUSG00000061702	Tmem91	320208	ENSG00000142046	TMEM91
ENSMUSG00000032308	Ulk3	71742	ENSG00000140474	ULK3
ENSMUSG00000078451	Ppil6	73075	ENSG00000185250	PPIL6
ENSMUSG00000027981	Rnpc3	67225	ENSG00000185946	RNPC3
ENSMUSG00000041530	Ago1	236511	ENSG00000092847	AGO1
ENSMUSG00000039427	Alg1	208211	ENSG00000251287	ALG1L2
ENSMUSG00000020186	Csrp2	13008	ENSG00000175183	CSRP2
ENSMUSG00000029553	Tfec	21426	ENSG00000105967	TFEC
ENSMUSG00000021262	Evl	14026	ENSG00000196405	EVL
ENSMUSG00000058550	Dppa4	73693	ENSG00000121570	DPPA4
ENSMUSG00000031109	Enox2	209224	ENSG00000165675	ENOX2
ENSMUSG00000002222	Rmnd5a	68477	ENSG00000153561	RMND5A
ENSMUSG00000096769	Gm21117	108168594	ENSG00000139351	SYCP3
ENSMUSG00000094686	Ccl21a	18829	ENSG00000137077	CCL21
ENSMUSG00000000103	Zfy2	22768	ENSG00000152475	ZNF837
ENSMUSG00000000103	Zfy2	22768	ENSG00000268163	
ENSMUSG00000000103	Zfy2	22768	ENSG00000171574	ZNF584
ENSMUSG00000000103	Zfy2	22768	ENSG00000083828	ZNF586
ENSMUSG00000000103	Zfy2	22768	ENSG00000198464	ZNF480
ENSMUSG00000000103	Zfy2	22768	ENSG00000167554	ZNF610
ENSMUSG00000000103	Zfy2	22768	ENSG00000268133	
ENSMUSG00000000103	Zfy2	22768	ENSG00000188785	ZNF548
ENSMUSG00000000103	Zfy2	22768	ENSG00000171469	ZNF561
ENSMUSG00000000103	Zfy2	22768	ENSG00000171466	ZNF562
ENSMUSG00000000103	Zfy2	22768	ENSG00000178935	ZNF552
ENSMUSG00000000103	Zfy2	22768	ENSG00000269343	ZNF587B
ENSMUSG00000000103	Zfy2	22768	ENSG00000152454	ZNF256
ENSMUSG00000000103	Zfy2	22768	ENSG00000180884	ZNF792
ENSMUSG00000000103	Zfy2	22768	ENSG00000268107	
ENSMUSG00000000103	Zfy2	22768	ENSG00000152439	ZNF773
ENSMUSG00000000103	Zfy2	22768	ENSG00000121406	ZNF549
ENSMUSG00000000103	Zfy2	22768	ENSG00000213762	ZNF134
ENSMUSG00000000103	Zfy2	22768	ENSG00000188227	ZNF793
ENSMUSG00000068218	Ssxb9	387131	ENSG00000268447	SSX2B
ENSMUSG00000068218	Ssxb9	387131	ENSG00000165584	SSX3
ENSMUSG00000068218	Ssxb9	387131	ENSG00000268009	SSX4
ENSMUSG00000068218	Ssxb9	387131	ENSG00000126752	SSX1
ENSMUSG00000068218	Ssxb9	387131	ENSG00000165583	SSX5
ENSMUSG00000068218	Ssxb9	387131	ENSG00000269791	SSX4B
ENSMUSG00000039396	Neil3	234258	ENSG00000109674	NEIL3
ENSMUSG00000025578	Cbx8	30951	ENSG00000141570	CBX8
ENSMUSG00000025929	Il17a	16171	ENSG00000112115	IL17A
ENSMUSG00000042390	Gatad2b	229542	ENSG00000143614	GATAD2B
ENSMUSG00000034105	Meak7	74347	ENSG00000140950	MEAK7
ENSMUSG00000037617	Spag1	26942	ENSG00000104450	SPAG1
ENSMUSG00000021236	Entpd5	12499	ENSG00000187097	ENTPD5
ENSMUSG00000030868	Dctn5	59288	ENSG00000166847	DCTN5
ENSMUSG00000065623	Gm24762	115490015	ENSG00000252386	RNU6-1018P
ENSMUSG00000065623	Gm24762	115490015	ENSG00000252377	RNU6-504P
ENSMUSG00000022658	Tagln3	56370	ENSG00000144834	TAGLN3
ENSMUSG00000040205	Cuzd1	16433	ENSG00000138161	CUZD1
ENSMUSG00000040205	Cuzd1	16433	ENSG00000286088	
ENSMUSG00000015533	Itga2	16398	ENSG00000164171	ITGA2
ENSMUSG00000020374	Rasgef1c	74563	ENSG00000146090	RASGEF1C
ENSMUSG00000050766	Ear14	53877	ENSG00000169385	RNASE2
ENSMUSG00000050766	Ear14	503847	ENSG00000169385	RNASE2
ENSMUSG00000024855	Pacs1	107975	ENSG00000175115	PACS1
ENSMUSG00000056035	Cyp3a11	13112	ENSG00000106258	CYP3A5
ENSMUSG00000056035	Cyp3a11	13112	ENSG00000160870	CYP3A7
ENSMUSG00000056035	Cyp3a11	13112	ENSG00000160868	CYP3A4
ENSMUSG00000056035	Cyp3a11	13112	ENSG00000021461	CYP3A43
ENSMUSG00000045776	Lrtm1	319476	ENSG00000144771	LRTM1
ENSMUSG00000012519	Mlkl	74568	ENSG00000168404	MLKL
ENSMUSG00000024983	Vti1a	53611	ENSG00000151532	VTI1A
ENSMUSG00000092417	Gpank1	81845	ENSG00000204438	GPANK1
ENSMUSG00000094559	Cyp2d34	223706	ENSG00000100197	CYP2D6
ENSMUSG00000034452	Slc24a1	214111	ENSG00000074621	SLC24A1
ENSMUSG00000061578	Ksr2	333050	ENSG00000171435	KSR2
ENSMUSG00000042121	Ssh1	231637	ENSG00000084112	SSH1
ENSMUSG00000037455	Slc18b1	76306	ENSG00000146409	SLC18B1
ENSMUSG00000037737	Actrt3	76652	ENSG00000184378	ACTRT3
ENSMUSG00000044629	Cnrip1	380686	ENSG00000119865	CNRIP1
ENSMUSG00000013701	Timm23	53600	ENSG00000265354	TIMM23
ENSMUSG00000013701	Timm23	53600	ENSG00000204152	TIMM23B
ENSMUSG00000031935	Med17	234959	ENSG00000284057	
ENSMUSG00000031935	Med17	234959	ENSG00000042429	MED17
ENSMUSG00000063785	Utp14a	72554	ENSG00000156697	UTP14A
ENSMUSG00000058498	Rnf207	433809	ENSG00000158286	RNF207
ENSMUSG00000005124	Ccn4	22402	ENSG00000104415	CCN4
ENSMUSG00000025224	Gbf1	107338	ENSG00000107862	GBF1
ENSMUSG00000042834	Nrep	27528	ENSG00000134986	NREP
ENSMUSG00000020315	Sptbn1	20742	ENSG00000115306	SPTBN1
ENSMUSG00000050732	Vamp8	22320	ENSG00000118640	VAMP8
ENSMUSG00000038838	Vars2	68915	ENSG00000137411	VARS2
ENSMUSG00000038214	Bend3	331623	ENSG00000178409	BEND3
ENSMUSG00000030374	Strn4	97387	ENSG00000090372	STRN4
ENSMUSG00000054146	Krt15	16665	ENSG00000171346	KRT15
ENSMUSG00000026927	Entr1	68112	ENSG00000165689	ENTR1
ENSMUSG00000046185	Zfp84	74352	ENSG00000196381	ZNF781
ENSMUSG00000074678	Defb25	654459	ENSG00000180383	DEFB124
ENSMUSG00000037846	Rtkn2	170799	ENSG00000182010	RTKN2
ENSMUSG00000052468	Pmp2	18857	ENSG00000147588	PMP2
ENSMUSG00000055148	Klf2	16598	ENSG00000127528	KLF2
ENSMUSG00000078853	Igtp	16145	ENSG00000237693	IRGM
ENSMUSG00000037852	Cpe	12876	ENSG00000109472	CPE
ENSMUSG00000001128	Cfp	18636	ENSG00000126759	CFP
ENSMUSG00000024446	Rpp21	67676	ENSG00000241370	RPP21
ENSMUSG00000037362	Ccn3	18133	ENSG00000136999	CCN3
ENSMUSG00000024939	Fam89b	17826	ENSG00000176973	FAM89B
ENSMUSG00000034127	Tspan8	216350	ENSG00000127324	TSPAN8
ENSMUSG00000046500	Tafa4	320701	ENSG00000163377	TAFA4
ENSMUSG00000027737	Slc7a11	26570	ENSG00000151012	SLC7A11
ENSMUSG00000027455	Nsfl1c	386649	ENSG00000088833	NSFL1C
ENSMUSG00000033216	Eefsec	65967	ENSG00000132394	EEFSEC
ENSMUSG00000028348	Cavin4	68016	ENSG00000170681	CAVIN4
ENSMUSG00000002015	Bcap31	27061	ENSG00000185825	BCAP31
ENSMUSG00000030795	Fus	233908	ENSG00000089280	FUS
ENSMUSG00000020029	Nudt4	71207	ENSG00000173598	NUDT4
ENSMUSG00000024501	Dpysl3	22240	ENSG00000113657	DPYSL3
ENSMUSG00000038583	Pln	18821	ENSG00000198523	PLN
ENSMUSG00000003746	Man1a	17155	ENSG00000111885	MAN1A1
ENSMUSG00000100645	Gm28576	101056210	ENSG00000139351	SYCP3
ENSMUSG00000015656	Hspa8	15481	ENSG00000109971	HSPA8
ENSMUSG00000039405	Prss23	76453	ENSG00000150687	PRSS23
ENSMUSG00000028838	Extl1	56219	ENSG00000158008	EXTL1
ENSMUSG00000028214	Gem	14579	ENSG00000164949	GEM
ENSMUSG00000065574	Mir203	387199	ENSG00000283165	MIR203B
ENSMUSG00000022615	Tymp	72962	ENSG00000025708	TYMP
ENSMUSG00000045071	E130308A19Rik	230259	ENSG00000165185	KIAA1958
ENSMUSG00000023279	Bmp15	12155	ENSG00000130385	BMP15
ENSMUSG00000025020	Slit1	20562	ENSG00000187122	SLIT1
ENSMUSG00000024827	Gldc	104174	ENSG00000178445	GLDC
ENSMUSG00000032358	Fam83b	208994	ENSG00000168143	FAM83B
ENSMUSG00000040710	St8sia4	20452	ENSG00000113532	ST8SIA4
ENSMUSG00000005131	4930550C14Rik	75311	ENSG00000166323	C11orf65
ENSMUSG00000025231	Sufu	24069	ENSG00000107882	SUFU
ENSMUSG00000036955	Kifbp	72320	ENSG00000198954	KIFBP
ENSMUSG00000038010	Ccdc138	76138	ENSG00000163006	CCDC138
ENSMUSG00000024999	Noc3l	57753	ENSG00000173145	NOC3L
ENSMUSG00000020658	Efr3b	668212	ENSG00000084710	EFR3B
ENSMUSG00000054737	Zfp182	319535	ENSG00000147118	ZNF182
ENSMUSG00000027317	Ppp1r14d	72112	ENSG00000166143	PPP1R14D
ENSMUSG00000040390	Map3k10	269881	ENSG00000130758	MAP3K10
ENSMUSG00000022203	Efs	13644	ENSG00000100842	EFS
ENSMUSG00000000058	Cav2	12390	ENSG00000105971	CAV2
ENSMUSG00000037716	Ccdc33	382077	ENSG00000140481	CCDC33
ENSMUSG00000040525	Cblc	80794	ENSG00000142273	CBLC
ENSMUSG00000028599	Tnfrsf1b	21938	ENSG00000028137	TNFRSF1B
ENSMUSG00000027628	Aar2	68295	ENSG00000131043	AAR2
ENSMUSG00000071356	Reg3b	18489	ENSG00000172023	REG1B
ENSMUSG00000005824	Tnfsf14	50930	ENSG00000125735	TNFSF14
ENSMUSG00000028577	Plaa	18786	ENSG00000137055	PLAA
ENSMUSG00000029269	Sult1b1	56362	ENSG00000173597	SULT1B1
ENSMUSG00000024240	Epc1	13831	ENSG00000120616	EPC1
ENSMUSG00000022407	Adsl	11564	ENSG00000239900	ADSL
ENSMUSG00000076011	Mir652	723976	ENSG00000208013	MIR652
ENSMUSG00000071342	Lsmem1	380755	ENSG00000181016	LSMEM1
ENSMUSG00000022186	Oxct1	67041	ENSG00000083720	OXCT1
ENSMUSG00000022358	Fbxo32	67731	ENSG00000156804	FBXO32
ENSMUSG00000026955	Sapcd2	72080	ENSG00000186193	SAPCD2
ENSMUSG00000064441	Snord37	NA	ENSG00000206775	SNORD37
ENSMUSG00000078153	Psme2b	621823	ENSG00000100911	PSME2
ENSMUSG00000050914	Ankrd37	654824	ENSG00000186352	ANKRD37
ENSMUSG00000059013	Sh2d3c	27387	ENSG00000095370	SH2D3C
ENSMUSG00000060499	Rpl10l	238217	ENSG00000165496	RPL10L
ENSMUSG00000069631	Strada	72149	ENSG00000266173	STRADA
ENSMUSG00000039981	Zc3h12d	237256	ENSG00000178199	ZC3H12D
ENSMUSG00000071757	Zhx2	387609	ENSG00000178764	ZHX2
ENSMUSG00000025963	Mdh1b	76668	ENSG00000138400	MDH1B
ENSMUSG00000004789	Dlst	78920	ENSG00000119689	DLST
ENSMUSG00000072571	Tmem253	619301	ENSG00000232070	TMEM253
ENSMUSG00000021811	Dnajc9	108671	ENSG00000213551	DNAJC9
ENSMUSG00000029102	Hgfac	54426	ENSG00000109758	HGFAC
ENSMUSG00000037628	Cdkn3	72391	ENSG00000100526	CDKN3
ENSMUSG00000031772	Cntnap4	170571	ENSG00000152910	CNTNAP4
ENSMUSG00000031772	Cntnap4	170571	ENSG00000287694	
ENSMUSG00000010044	Zmynd10	114602	ENSG00000004838	ZMYND10
ENSMUSG00000095388	Gm10681	100043456	ENSG00000203859	HSD3B2
ENSMUSG00000065430	Mir26a-2	723962	ENSG00000207789	MIR26A2
ENSMUSG00000039269	2300002M23Rik	69542	ENSG00000204542	C6orf15
ENSMUSG00000070814	Zswim9	321008	ENSG00000185453	ZSWIM9
ENSMUSG00000028089	Chd1l	68058	ENSG00000131778	CHD1L
ENSMUSG00000053110	Yap1	22601	ENSG00000137693	YAP1
ENSMUSG00000027223	Mapk8ip1	19099	ENSG00000121653	MAPK8IP1
ENSMUSG00000077199	Gm22266	115486090	ENSG00000274998	SNORA17A
ENSMUSG00000032315	Cyp1a1	13076	ENSG00000140465	CYP1A1
ENSMUSG00000047518	Slfnl1	194219	ENSG00000171790	SLFNL1
ENSMUSG00000046031	Calhm6	215900	ENSG00000188820	CALHM6
ENSMUSG00000036918	Ttc7	225049	ENSG00000068724	TTC7A
ENSMUSG00000047819	Tigd4	403175	ENSG00000169989	TIGD4
ENSMUSG00000021508	Cxcl14	57266	ENSG00000145824	CXCL14
ENSMUSG00000029455	Aldh2	11669	ENSG00000111275	ALDH2
ENSMUSG00000022425	Enpp2	18606	ENSG00000136960	ENPP2
ENSMUSG00000033191	Tie1	21846	ENSG00000066056	TIE1
ENSMUSG00000005958	Ephb3	13845	ENSG00000182580	EPHB3
ENSMUSG00000028447	Dctn3	53598	ENSG00000137100	DCTN3
ENSMUSG00000025041	Nt5c2	76952	ENSG00000076685	NT5C2
ENSMUSG00000024118	Tedc2	72016	ENSG00000162062	TEDC2
ENSMUSG00000035560	Wdr20rt	70948	ENSG00000140153	WDR20
ENSMUSG00000023908	Pkmyt1	268930	ENSG00000127564	PKMYT1
ENSMUSG00000037405	Icam1	15894	ENSG00000090339	ICAM1
ENSMUSG00000091119	Ccdc152	100039139	ENSG00000198865	CCDC152
ENSMUSG00000038648	Creb3l2	208647	ENSG00000182158	CREB3L2
ENSMUSG00000008730	Hipk1	15257	ENSG00000163349	HIPK1
ENSMUSG00000074881	Mageb3	17147	ENSG00000232030	MAGEB6B
ENSMUSG00000074881	Mageb3	17147	ENSG00000176746	MAGEB6
ENSMUSG00000070730	Rmdn3	67809	ENSG00000137824	RMDN3
ENSMUSG00000111692	Gm49373	NA	ENSG00000167807	
ENSMUSG00000111692	Gm49373	NA	ENSG00000267673	FDX2
ENSMUSG00000047880	Cxcr5	12145	ENSG00000160683	CXCR5
ENSMUSG00000028243	Ubxn2b	68053	ENSG00000215114	UBXN2B
ENSMUSG00000032374	Plod2	26432	ENSG00000152952	PLOD2
ENSMUSG00000079598	Clec2l	665180	ENSG00000236279	CLEC2L
ENSMUSG00000015757	Ppil4	67418	ENSG00000131013	PPIL4
ENSMUSG00000022822	Abcc5	27416	ENSG00000114770	ABCC5
ENSMUSG00000031809	1700018B08Rik	76405	ENSG00000131152	
ENSMUSG00000031809	1700018B08Rik	76405	ENSG00000260456	C16orf95
ENSMUSG00000031669	Gins3	78833	ENSG00000181938	GINS3
ENSMUSG00000026918	Brd3	67382	ENSG00000169925	BRD3
ENSMUSG00000096620	Gm5169	382277	ENSG00000139351	SYCP3
ENSMUSG00000030870	Ubfd1	28018	ENSG00000103353	UBFD1
ENSMUSG00000019732	Calr3	73316	ENSG00000269058	CALR3
ENSMUSG00000042557	Sin3a	20466	ENSG00000169375	SIN3A
ENSMUSG00000096131	Gm9639	675294	ENSG00000240542	KRTAP9-1
ENSMUSG00000031430	Vsig1	78789	ENSG00000101842	VSIG1
ENSMUSG00000064843	Gm26207	115489069	ENSG00000212374	RNU6-401P
ENSMUSG00000069324	Gm5096	NA	ENSG00000145692	BHMT
ENSMUSG00000028126	Pip5k1a	18720	ENSG00000143398	PIP5K1A
ENSMUSG00000060181	Slc35e3	215436	ENSG00000175782	SLC35E3
ENSMUSG00000034118	Tpst1	22021	ENSG00000169902	TPST1
ENSMUSG00000062604	Srpk2	20817	ENSG00000135250	SRPK2
ENSMUSG00000068205	Macrod2	72899	ENSG00000172264	MACROD2
ENSMUSG00000084696	Gm24892	115489574	ENSG00000201077	RNU6-188P
ENSMUSG00000051113	Fam71e1	75538	ENSG00000142530	FAM71E1
ENSMUSG00000054102	Nlrp9a	233001	ENSG00000185792	NLRP9
ENSMUSG00000043671	Dpy19l3	233115	ENSG00000178904	DPY19L3
ENSMUSG00000041415	Dicer1	192119	ENSG00000100697	DICER1
ENSMUSG00000041771	Slc24a4	238384	ENSG00000140090	SLC24A4
ENSMUSG00000025504	Eps8l2	98845	ENSG00000177106	EPS8L2
ENSMUSG00000030168	Adipor2	68465	ENSG00000006831	ADIPOR2
ENSMUSG00000024402	Lta	16992	ENSG00000226979	LTA
ENSMUSG00000074378	Bsph1	330470	ENSG00000188334	BSPH1
ENSMUSG00000050276	Mrgprg	381974	ENSG00000182170	MRGPRG
ENSMUSG00000015083	C8g	69379	ENSG00000176919	C8G
ENSMUSG00000040065	Pfpl	56093	ENSG00000197629	MPEG1
ENSMUSG00000033047	Eif3l	223691	ENSG00000100129	EIF3L
ENSMUSG00000075376	Rc3h2	319817	ENSG00000056586	RC3H2
ENSMUSG00000037419	Endod1	71946	ENSG00000149218	ENDOD1
ENSMUSG00000103523	2210017I01Rik	NA	ENSG00000285946	
ENSMUSG00000060397	Zfp128	243833	ENSG00000278129	ZNF8
ENSMUSG00000019789	Hey2	15214	ENSG00000135547	HEY2
ENSMUSG00000020434	4921536K21Rik	67430	ENSG00000187658	C5orf52
ENSMUSG00000076476	Trbv20	NA	ENSG00000211747	TRBV20-1
ENSMUSG00000076476	Trbv20	NA	ENSG00000205274	TRBV20OR9-2
ENSMUSG00000040594	Ranbp17	66011	ENSG00000204764	RANBP17
ENSMUSG00000027329	Spef1	70997	ENSG00000101222	SPEF1
ENSMUSG00000023387	Kcnk16	74571	ENSG00000095981	KCNK16
ENSMUSG00000032440	Tgfbr2	21813	ENSG00000163513	TGFBR2
ENSMUSG00000049939	Lrrc4	192198	ENSG00000128594	LRRC4
ENSMUSG00000059555	Tor4a	227612	ENSG00000198113	TOR4A
ENSMUSG00000075040	Zfp408	381410	ENSG00000175213	ZNF408
ENSMUSG00000052525	Spdya	70891	ENSG00000163806	SPDYA
ENSMUSG00000038526	Car14	23831	ENSG00000118298	CA14
ENSMUSG00000072575	Eddm3b	219026	ENSG00000181562	EDDM3A
ENSMUSG00000072575	Eddm3b	219026	ENSG00000181552	EDDM3B
ENSMUSG00000032309	Fbxo22	71999	ENSG00000167196	FBXO22
ENSMUSG00000047221	Fam185a	330050	ENSG00000222011	FAM185A
ENSMUSG00000035104	Eva1a	232146	ENSG00000115363	EVA1A
ENSMUSG00000039629	Strip2	320609	ENSG00000128578	STRIP2
ENSMUSG00000002900	Lamb1	16777	ENSG00000091136	LAMB1
ENSMUSG00000079583	Gm7073	631784	ENSG00000203933	CXorf66
ENSMUSG00000034403	Pja1	18744	ENSG00000181191	PJA1
ENSMUSG00000020359	Phykpl	72947	ENSG00000175309	PHYKPL
ENSMUSG00000026126	Ptpn18	19253	ENSG00000072135	PTPN18
ENSMUSG00000088304	Gm24504	NA	ENSG00000200522	RNU6-957P
ENSMUSG00000034926	Dhcr24	74754	ENSG00000116133	DHCR24
ENSMUSG00000028256	Odf2l	52184	ENSG00000122417	ODF2L
ENSMUSG00000041567	Serpina12	68054	ENSG00000165953	SERPINA12
ENSMUSG00000057176	Ccdc189	233899	ENSG00000196118	CCDC189
ENSMUSG00000035878	Hykk	235386	ENSG00000188266	HYKK
ENSMUSG00000031991	Spata19	75469	ENSG00000166118	SPATA19
ENSMUSG00000015889	Lta4h	16993	ENSG00000111144	LTA4H
ENSMUSG00000054008	Ndst1	15531	ENSG00000070614	NDST1
ENSMUSG00000002846	Timmdc1	76916	ENSG00000113845	TIMMDC1
ENSMUSG00000074220	Zfp382	233060	ENSG00000161298	ZNF382
ENSMUSG00000089661	Mia	12587	ENSG00000268975	MIA-RAB4B
ENSMUSG00000089661	Mia	12587	ENSG00000261857	MIA
ENSMUSG00000005687	Bcas2	68183	ENSG00000116752	BCAS2
ENSMUSG00000045210	Vcpip1	70675	ENSG00000175073	VCPIP1
ENSMUSG00000066894	Vsig10	231668	ENSG00000176834	VSIG10
ENSMUSG00000046378	Asphd1	233879	ENSG00000174939	ASPHD1
ENSMUSG00000065559	Mir206	387202	ENSG00000207604	MIR206
ENSMUSG00000034684	Sema3f	20350	ENSG00000001617	SEMA3F
ENSMUSG00000004612	Nkg7	72310	ENSG00000105374	NKG7
ENSMUSG00000076480	Trbv29	NA	ENSG00000211753	TRBV28
ENSMUSG00000040084	Bub1b	12236	ENSG00000156970	BUB1B
ENSMUSG00000049044	Rapgef4	56508	ENSG00000091428	RAPGEF4
ENSMUSG00000029363	Rfc5	72151	ENSG00000111445	RFC5
ENSMUSG00000024151	Msh2	17685	ENSG00000095002	MSH2
ENSMUSG00000038784	Cnot4	53621	ENSG00000080802	CNOT4
ENSMUSG00000060147	Serpinb6a	20719	ENSG00000124570	SERPINB6
ENSMUSG00000040521	Tsfm	66399	ENSG00000123297	TSFM
ENSMUSG00000029629	Phf14	75725	ENSG00000106443	PHF14
ENSMUSG00000022659	Gcsam	14525	ENSG00000174500	GCSAM
ENSMUSG00000038481	Cdk19	78334	ENSG00000155111	CDK19
ENSMUSG00000030869	Ndufab1	70316	ENSG00000004779	NDUFAB1
ENSMUSG00000030609	Aen	68048	ENSG00000181026	AEN
ENSMUSG00000021991	Cacna2d3	12294	ENSG00000157445	CACNA2D3
ENSMUSG00000025878	Uimc1	20184	ENSG00000087206	UIMC1
ENSMUSG00000079539	Obp2b	383678	ENSG00000122136	OBP2A
ENSMUSG00000025579	Gaa	14387	ENSG00000171298	GAA
ENSMUSG00000068219	Ssxb10	385312	ENSG00000268447	SSX2B
ENSMUSG00000068219	Ssxb10	385312	ENSG00000165584	SSX3
ENSMUSG00000068219	Ssxb10	385312	ENSG00000268009	SSX4
ENSMUSG00000068219	Ssxb10	385312	ENSG00000126752	SSX1
ENSMUSG00000068219	Ssxb10	385312	ENSG00000165583	SSX5
ENSMUSG00000068219	Ssxb10	385312	ENSG00000269791	SSX4B
ENSMUSG00000048337	Npy4r	19065	ENSG00000264717	NPY4R2
ENSMUSG00000020062	Slc5a8	216225	ENSG00000256870	SLC5A8
ENSMUSG00000030731	Syt3	20981	ENSG00000213023	SYT3
ENSMUSG00000070806	Zmynd12	332934	ENSG00000066185	ZMYND12
ENSMUSG00000065686	Snora5c	NA	ENSG00000201772	SNORA5C
ENSMUSG00000035936	Aldh5a1	214579	ENSG00000112294	ALDH5A1
ENSMUSG00000038349	Plcl1	227120	ENSG00000115896	PLCL1
ENSMUSG00000027552	E2f5	13559	ENSG00000133740	E2F5
ENSMUSG00000044317	Gpr4	319197	ENSG00000177464	GPR4
ENSMUSG00000022311	Csmd3	239420	ENSG00000164796	CSMD3
ENSMUSG00000076760	Trav3-1	NA	ENSG00000211779	TRAV5
ENSMUSG00000064692	Gm24151	115487879	ENSG00000212395	
ENSMUSG00000030611	Mrps11	67994	ENSG00000181991	MRPS11
ENSMUSG00000031229	Atrx	22589	ENSG00000085224	ATRX
ENSMUSG00000095143	Hsd3b4	15495	ENSG00000203859	HSD3B2
ENSMUSG00000039286	Fndc3b	72007	ENSG00000075420	FNDC3B
ENSMUSG00000092463	Gm20489	NA	ENSG00000285171	
ENSMUSG00000092463	Gm20489	NA	ENSG00000147168	IL2RG
ENSMUSG00000059518	Znhit1	70103	ENSG00000106400	ZNHIT1
ENSMUSG00000050423	Ppp1r3g	76487	ENSG00000219607	PPP1R3G
ENSMUSG00000009569	Mrtfb	239719	ENSG00000186260	MRTFB
ENSMUSG00000004540	Psg17	26437	ENSG00000105352	CEACAM4
ENSMUSG00000046287	Pnma3	245468	ENSG00000183837	PNMA3
ENSMUSG00000021368	Tbc1d7	67046	ENSG00000145979	TBC1D7
ENSMUSG00000084629	Gm25112	115488034	ENSG00000252783	RNU6-835P
ENSMUSG00000032096	Arcn1	213827	ENSG00000095139	ARCN1
ENSMUSG00000040125	Gpr26	233919	ENSG00000154478	GPR26
ENSMUSG00000028032	Papss1	23971	ENSG00000138801	PAPSS1
ENSMUSG00000101471	Gm29276	NA	ENSG00000139351	SYCP3
ENSMUSG00000000223	Drp2	13497	ENSG00000102385	DRP2
ENSMUSG00000020123	Avpr1a	54140	ENSG00000166148	AVPR1A
ENSMUSG00000090799	Klhl33	546611	ENSG00000185271	KLHL33
ENSMUSG00000078716	Tmem8b	242409	ENSG00000137103	TMEM8B
ENSMUSG00000044628	Rnf208	68846	ENSG00000212864	RNF208
ENSMUSG00000040061	Plcb2	18796	ENSG00000137841	PLCB2
ENSMUSG00000001700	Gramd3	107022	ENSG00000155324	GRAMD2B
ENSMUSG00000032311	Nrg4	83961	ENSG00000169752	NRG4
ENSMUSG00000037552	Plekhg2	101497	ENSG00000090924	PLEKHG2
ENSMUSG00000069520	Tmem19	67226	ENSG00000139291	TMEM19
ENSMUSG00000029451	Pramel27	194225	ENSG00000270601	PRAMEF5
